lat	long
40.7982068	-73.93413053
40.7042272	-73.9338225
40.63230855	-73.933651
40.7662925	-73.9336279
40.7662925	-73.9336279
40.7662925	-73.9336279
40.7662925	-73.9336279
40.7662925	-73.9336279
40.7662925	-73.9336279
40.85035022	-73.93309944
40.67441055	-73.93307333
40.65143475	-73.93295839
40.71400271	-73.93270924
40.85719	-73.9326054
40.7070801	-73.9324969
40.8492535	-73.9321477
40.8572675	-73.9321306
40.68378031	-73.93196334
40.859345	-73.9311269
40.6188849	-73.93099825
40.8082957	-73.9304996
40.82172475	-73.92998013
40.5942532	-73.9299084
40.6858935	-73.92986185
40.7028346	-73.92986115
40.7028346	-73.92986115
40.7007302	-73.9295823
40.7623902	-73.9294249
40.8077952	-73.9292424
40.8098943	-73.9284999
40.8650244	-73.9278661
40.8659225	-73.9275825
40.8658744	-73.9275254
40.8657301	-73.9273541
40.694548	-73.9272269
40.69273015	-73.92722318
40.826902	-73.92633947
40.8270658	-73.9261846
40.827332	-73.92608842
40.6526108	-73.9258892
40.8614516	-73.9255996
40.59272325	-73.92534875
40.86191345	-73.92533567
40.7732825	-73.9252725
40.745653	-73.9248449
40.8279215	-73.9245524
40.8426424	-73.9238327
40.8439883	-73.92340786
40.69949405	-73.9232038
40.862333	-73.92296533
40.64478908	-73.92254206
40.8669836	-73.92244183
40.70563725	-73.92174496
40.746999	-73.9217239
40.746999	-73.9217239
40.6194256	-73.92165033
40.7032716	-73.9216315
40.84071477	-73.92161069
40.8670118	-73.9209715
40.8374223	-73.9206661
40.8680618	-73.9205516
40.7667806	-73.9203929
40.6987179	-73.9201948
40.7436849	-73.92011737
40.6401987	-73.92008663
40.7824664	-73.9196721
40.7824664	-73.9196721
40.7824664	-73.9196721
40.7824664	-73.9196721
40.7824664	-73.9196721
40.6816526	-73.9194875
40.770309	-73.9189979
40.770309	-73.9189979
40.770309	-73.9189979
40.709382	-73.9188099
40.8665352	-73.9184523
40.6988089	-73.9183635
40.6988089	-73.9183635
40.765407	-73.9181897
40.7616228	-73.9179373
40.7605248	-73.9177498
40.7605248	-73.9177498
40.7605248	-73.9177498
40.7605248	-73.9177498
40.7605248	-73.9177498
40.7605248	-73.9177498
40.7702139	-73.9174116
40.8176542	-73.9173509
40.6987647	-73.91721785
40.8694171	-73.91707895
40.8696487	-73.91685906
40.61950443	-73.91665771
40.8414007	-73.9166211
40.743042	-73.9161541
40.743042	-73.9161541
40.743042	-73.9161541
40.7020183	-73.91592692
40.6996761	-73.9157701
40.7722884	-73.9153969
40.8700241	-73.9153608
40.685645	-73.9152899
40.8541223	-73.9148463
40.6988524	-73.91448626
40.7011038	-73.91437281
40.8436924	-73.9129912
40.7025136	-73.9129399
40.61273865	-73.91293796
40.61273865	-73.91293796
40.7087215	-73.91254139
40.685832	-73.9118812
40.744471	-73.9115089
40.744471	-73.9115089
40.744471	-73.9115089
40.744471	-73.9115089
40.744471	-73.9115089
40.744471	-73.9115089
40.7607965	-73.9108921
40.745671	-73.9103539
40.7041467	-73.90958528
40.6845813	-73.9091225
40.8447073	-73.9088053
40.7032192	-73.90873541
40.8515007	-73.9084488
40.829473	-73.90813351
40.8373029	-73.90762476
40.88739003	-73.90733139
40.8861948	-73.9070938
40.7090809	-73.9070375
40.8125424	-73.9066593
40.7050386	-73.90629298
40.71229261	-73.90591265
40.6915414	-73.9058113
40.673027	-73.9057559
40.673027	-73.9057559
40.673027	-73.9057559
40.673027	-73.9057559
40.673027	-73.9057559
40.673027	-73.9057559
40.673027	-73.9057559
40.673027	-73.9057559
40.673027	-73.9057559
40.8312299	-73.9055948
40.7687804	-73.9049177
40.7687804	-73.9049177
40.6461639	-73.90374415
40.8784025	-73.9030476
40.703159	-73.9029419
40.706494	-73.9028399
40.822411	-73.90269444
40.8123171	-73.90239178
40.8191481	-73.9022672
40.88335662	-73.90179541
40.88335662	-73.90179541
40.85063315	-73.90162912
40.90523892	-73.90125114
40.713841	-73.9009379
40.713841	-73.9009379
40.7576815	-73.9007896
40.67610485	-73.90040649
40.88487362	-73.90018823
40.7403788	-73.8996996
40.77828	-73.899433
40.8832102	-73.89847837
40.88332283	-73.89839131
40.9053195	-73.8977713
40.63690625	-73.89763482
40.8941391	-73.8966764
40.8669651	-73.8966734
40.7252521	-73.8965469
40.8517555	-73.8955624
40.7483603	-73.8953669
40.7483603	-73.8953669
40.7483603	-73.8953669
40.7483603	-73.8953669
40.85093885	-73.89431854
40.8147442	-73.89296677
40.7468465	-73.8914289
40.7468465	-73.8914289
40.7468465	-73.8914289
40.7468465	-73.8914289
40.7468465	-73.8914289
40.7468465	-73.8914289
40.7468465	-73.8914289
40.7468465	-73.8914289
40.7468465	-73.8914289
40.7468465	-73.8914289
40.7468465	-73.8914289
40.7468465	-73.8914289
40.86381045	-73.88908418
40.8542838	-73.8889187
40.8528395	-73.8888139
40.8560322	-73.8887479
40.8543	-73.8884639
40.8122108	-73.8876673
40.854018	-73.88718159
40.6645845	-73.8871532
40.8572136	-73.8859875
40.8427106	-73.8859368
40.8659187	-73.8856124
40.8812994	-73.8831273
40.73550871	-73.8813661
40.8822963	-73.880875
40.8281629	-73.8808505
40.83340842	-73.87994363
40.6817565	-73.87819826
40.64748195	-73.87797393
40.67969195	-73.87761633
40.68265685	-73.87623705
40.8310317	-73.8748418
40.7069151	-73.8747163
40.7069151	-73.8747163
40.7433121	-73.8741725
40.689299	-73.8740539
40.7214841	-73.8739245
40.8105369	-73.8738887
40.8786163	-73.8727633
40.8786163	-73.8727633
40.756943	-73.8722189
40.756943	-73.8722189
40.756943	-73.8722189
40.756943	-73.8722189
40.756943	-73.8722189
40.756943	-73.8722189
40.756943	-73.8722189
40.756943	-73.8722189
40.756943	-73.8722189
40.756943	-73.8722189
40.756943	-73.8722189
40.756943	-73.8722189
40.756943	-73.8722189
40.84162955	-73.8719426
40.748906	-73.8718409
40.748906	-73.8718409
40.68153235	-73.87128065
40.8967482	-73.8707408
40.7423474	-73.8699435
40.83259367	-73.86974511
40.70936161	-73.86944239
40.7483708	-73.8688889
40.732484	-73.8681806
40.678577	-73.8679279
40.678577	-73.8679279
40.85086625	-73.86770025
40.8985363	-73.86761903
40.90005567	-73.86754367
40.8978752	-73.8675072
40.8585235	-73.8673739
40.8658985	-73.8671388
40.897784	-73.86712067
40.87134755	-73.86649791
40.8594616	-73.8662887
40.8316798	-73.86606565
40.8381564	-73.8638044
40.7171919	-73.8623362
40.7171919	-73.8623362
40.8307058	-73.8619202
40.8852687	-73.8616557
40.748289	-73.8608839
40.7119981	-73.8607222
40.7119981	-73.8607222
40.7119981	-73.8607222
40.8656782	-73.8603873
40.84618315	-73.86010601
40.6976869	-73.8595701
40.846659	-73.8594399
40.6925207	-73.8590856
40.6925207	-73.8590856
40.6925207	-73.8590856
40.6925207	-73.8590856
40.6925207	-73.8590856
40.8463418	-73.85886358
40.8623375	-73.85750762
40.8557783	-73.8557565
40.7112037	-73.855558
40.810502	-73.855482
40.8968206	-73.855369
40.8484038	-73.8551974
40.8357276	-73.8549383
40.885894	-73.854879
40.8348941	-73.8542521
40.6828	-73.8530549
40.7231632	-73.8529983
40.7231632	-73.8529983
40.7231632	-73.8529983
40.7231632	-73.8529983
40.87302905	-73.85196414
40.8753371	-73.8512507
40.8722768	-73.850924
40.9033266	-73.8506905
40.83440992	-73.85044158
40.828225	-73.850067
40.7584646	-73.849272
40.7584646	-73.849272
40.8463333	-73.84790838
40.871204	-73.847854
40.7229149	-73.8474656
40.901732	-73.8465493
40.83738185	-73.8463648
40.8427496	-73.8462187
40.778605	-73.8461129
40.778605	-73.8461129
40.8774129	-73.8457887
40.8451985	-73.8449297
40.6797667	-73.8445909
40.670991	-73.8443469
40.8409986	-73.8433675
40.7555811	-73.8428627
40.7555811	-73.8428627
40.7555811	-73.8428627
40.7555811	-73.8428627
40.7555811	-73.8428627
40.8529077	-73.84258598
40.769334	-73.8417309
40.7568655	-73.8389225
40.7568655	-73.8389225
40.7568655	-73.8389225
40.7568655	-73.8389225
40.88055972	-73.8384648
40.686497	-73.8381579
40.5799492	-73.83764546
40.7581065	-73.8351288
40.7581065	-73.8351288
40.8370806	-73.83449545
40.7605475	-73.83333443
40.766745	-73.8327139
40.847301	-73.8322218
40.7145832	-73.83221746
40.7816595	-73.831983
40.76657	-73.8314429
40.7062646	-73.83128209
40.678007	-73.830814
40.678007	-73.830814
40.678007	-73.830814
40.678007	-73.830814
40.678007	-73.830814
40.678007	-73.830814
40.678007	-73.830814
40.678007	-73.830814
40.678007	-73.830814
40.678007	-73.830814
40.678007	-73.830814
40.678007	-73.830814
40.7142609	-73.8306324
40.86928885	-73.82978609
40.6937	-73.8278299
40.6937	-73.8278299
40.6937	-73.8278299
40.85279623	-73.82762269
40.83316205	-73.827333
40.7640768	-73.8270619
40.7009016	-73.8265115
40.7605076	-73.8242198
40.82662367	-73.82230647
40.6765908	-73.8219161
40.674174	-73.8197429
40.674174	-73.8197429
40.82872661	-73.81862443
40.761473	-73.8180779
40.8307185	-73.818069
40.7193758	-73.8179288
40.7193758	-73.8179288
40.8187237	-73.8172796
40.8311081	-73.81560897
40.6920213	-73.810361
40.5877576	-73.8098649
40.70519557	-73.80931651
40.701815	-73.8088739
40.701815	-73.8088739
40.701815	-73.8088739
40.701815	-73.8088739
40.75406	-73.8086189
40.706634	-73.8065889
40.706634	-73.8065889
40.706634	-73.8065889
40.706634	-73.8065889
40.701881	-73.8055149
40.701881	-73.8055149
40.701881	-73.8055149
40.701881	-73.8055149
40.707228	-73.8044999
40.761462	-73.8028959
40.761462	-73.8028959
40.6859616	-73.8022734
40.6945556	-73.8021147
40.6945556	-73.8021147
40.5897155	-73.7993921
40.5897155	-73.7993921
40.703753	-73.7991499
40.762796	-73.7961069
40.762796	-73.7961069
40.7689088	-73.7919871
40.725844	-73.7917745
40.725844	-73.7917745
40.725844	-73.7917745
40.8526445	-73.78919362
40.84719945	-73.78618655
40.682401	-73.7819169
40.758319	-73.7770159
40.758319	-73.7770159
40.758319	-73.7770159
40.7437966	-73.7760628
40.7437966	-73.7760628
40.686984	-73.7749506
40.693029	-73.7721189
40.761438	-73.7699419
40.761438	-73.7699419
40.761438	-73.7699419
40.761438	-73.7699419
40.761438	-73.7699419
40.761438	-73.7699419
40.761438	-73.7699419
40.7768601	-73.767579
40.6668035	-73.7670734
40.700935	-73.7511069
40.7688114	-73.7488449
40.7156347	-73.7470594
40.7156347	-73.7470594
40.6780573	-73.74521384
40.7365539	-73.742681
40.7365539	-73.742681
40.7389418	-73.7338508
40.678205	-73.7281589
40.7107455	-73.7272312
40.690736	-73.7269919
40.690736	-73.7269919
40.7245424	-73.7242152
